54905789`Friday Harbor`48.536755`-123.015203
54750821`Cap Sante Boat Haven`48.512809`-122.606521
83672069`Rosario Resort`48.646648`-122.869549
63081957`Lopez Islander Resort & Marina`48.514472`-122.914052
73560795`Blind Island State Park`48.5789853`-122.9306785
